世代,個体No,実値,適応度, 係数0, 係数1
3183,94,0.463,4.633,0.80,0.95
3184,12,0.441,4.409,-0.66,-1.06
3185,89,1.129,11.292,-0.88,0.31
3186,98,1.842,18.416,0.01,0.40
3187,7,0.797,7.974,-0.80,0.75
3188,7,0.996,9.960,0.35,0.94
3189,37,1.960,19.598,0.03,0.20
3190,86,-1.934,-19.336,0.48,1.92
3191,79,1.641,16.407,0.16,-0.58
3192,81,-0.185,-1.847,1.44,-0.34
3193,53,0.924,9.238,1.02,-0.16
3194,82,1.909,19.088,0.09,-0.29
3195,41,0.613,6.132,-1.15,0.24
3196,59,1.255,12.547,-0.86,0.09
3197,54,1.346,13.459,0.78,0.20
3198,99,1.235,12.353,0.72,-0.49
3199,87,1.485,14.849,0.48,0.54
3200,81,1.432,14.322,0.44,-0.61
3201,93,-1.197,-11.974,0.44,-1.73
3202,2,-0.211,-2.108,1.42,-0.46
3203,29,-0.220,-2.202,-0.45,-1.42
3204,82,1.322,13.220,-0.71,0.42
3205,50,1.669,16.686,0.57,0.04
3206,7,1.013,10.134,-0.68,-0.73
3207,25,1.352,13.525,-0.80,-0.09
3208,69,1.797,17.965,-0.41,-0.19
3209,36,1.196,11.963,-0.04,-0.90
3210,68,1.839,18.391,-0.40,0.03
3211,8,-0.838,-8.379,0.04,-1.68
3212,72,0.706,7.062,-0.50,-1.02
3213,58,1.808,18.075,-0.24,0.37
3214,90,1.730,17.297,-0.43,-0.30
3215,28,0.998,9.976,0.75,-0.66
3216,20,-0.598,-5.980,-0.36,-1.57
3217,77,1.188,11.884,-0.52,0.74
3218,5,1.567,15.670,0.59,-0.29
3219,23,1.207,12.074,-0.84,-0.29
3220,27,1.743,17.433,0.32,-0.39
3221,57,1.821,18.215,-0.28,0.32
3222,24,1.660,16.601,0.31,-0.50
3223,25,1.367,13.667,-0.62,0.50
3224,9,1.056,10.556,0.65,0.72
3225,75,1.784,17.842,-0.19,-0.42
3226,25,0.562,5.621,1.07,-0.54
3227,49,-0.405,-4.050,-1.44,0.58
3228,92,0.900,9.002,-0.01,-1.05
3229,16,1.468,14.676,0.68,0.27
3230,31,1.985,19.847,0.04,-0.12
3231,14,1.973,19.735,0.09,0.14
3232,59,1.500,15.001,-0.70,0.12
3233,9,1.098,10.981,0.95,-0.05
3234,3,1.391,13.913,0.09,-0.78
3235,89,0.236,2.363,1.31,0.22
3236,61,1.906,19.064,-0.27,-0.14
3237,70,1.629,16.288,-0.59,0.15
3238,13,1.469,14.695,-0.63,-0.37
3239,81,0.038,0.381,0.59,1.27
3240,94,1.512,15.119,0.70,-0.07
3241,82,1.889,18.885,-0.21,0.26
3242,5,1.305,13.047,-0.64,0.54
3243,80,1.903,19.032,0.31,0.06
3244,47,1.585,15.850,0.14,-0.63
3245,59,1.319,13.194,0.82,-0.01
3246,51,1.653,16.528,-0.30,-0.51
3247,10,1.057,10.571,0.45,-0.86
3248,29,0.608,6.080,-0.12,-1.17
3249,25,1.517,15.170,0.36,0.60
3250,10,1.751,17.513,0.09,0.49
3251,69,1.980,19.802,-0.09,0.11
3252,2,1.858,18.577,-0.05,-0.37
3253,96,1.911,19.107,-0.13,-0.27
3254,53,1.924,19.239,0.22,-0.16
3255,53,1.909,19.092,-0.12,-0.28
3256,12,1.982,19.819,0.10,-0.09
3257,41,-1.500,-15.003,0.00,1.87
3258,43,1.992,19.924,0.05,0.07
3259,24,1.887,18.874,-0.22,-0.25
3260,95,1.225,12.251,0.80,-0.37
3261,71,0.483,4.827,1.21,0.25
3262,46,1.059,10.592,0.42,-0.88
3263,37,0.858,8.583,0.89,0.59
3264,3,1.732,17.316,-0.50,0.13
3265,12,0.722,7.219,-0.85,0.74
3266,81,1.511,15.110,0.68,0.14
3267,36,0.647,6.470,0.75,0.89
3268,68,1.265,12.649,-0.59,0.62
3269,5,0.671,6.715,0.86,0.76
3270,42,1.820,18.205,-0.41,-0.09
3271,98,1.917,19.166,0.02,-0.29
3272,81,0.894,8.945,-0.12,-1.04
3273,19,-3.248,-32.477,0.81,2.14
3274,10,1.173,11.728,0.38,0.83
3275,34,1.327,13.269,-0.68,-0.45
3276,8,1.742,17.416,0.48,-0.18
3277,97,0.201,2.013,-0.68,-1.16
3278,89,0.018,0.184,1.11,0.87
3279,56,1.083,10.825,-0.22,-0.93
3280,64,0.943,9.433,0.95,0.39
3281,89,1.225,12.247,0.00,-0.88
3282,28,0.966,9.660,0.78,0.65
3283,3,1.734,17.338,-0.52,-0.02
3284,91,1.808,18.080,0.08,0.43
3285,14,0.187,1.873,0.16,1.34
3286,61,0.277,2.771,-1.06,0.77
3287,40,1.945,19.451,-0.16,-0.17
3288,59,-1.647,-16.471,-1.59,1.05
3289,74,1.507,15.069,0.47,0.52
3290,12,1.303,13.028,-0.70,-0.46
3291,67,1.864,18.639,0.16,0.33
3292,4,1.412,14.117,0.04,-0.77
3293,83,1.740,17.403,0.22,-0.46
3294,51,0.338,3.379,-0.32,1.25
3295,63,1.996,19.956,0.06,-0.01
3296,63,-0.331,-3.311,-0.88,-1.25
3297,81,0.679,6.791,-0.35,-1.09
3298,83,-0.591,-5.910,0.55,1.51
3299,24,1.610,16.098,-0.60,-0.18
3300,72,1.930,19.301,-0.23,-0.13
3301,77,1.851,18.513,0.21,0.32
3302,33,0.349,3.489,-1.28,-0.07
3303,56,1.279,12.794,-0.58,-0.62
3304,31,1.556,15.557,-0.62,-0.25
3305,59,-0.826,-8.256,0.54,1.59
3306,7,0.655,6.547,-1.12,-0.31
3307,26,0.683,6.830,0.36,-1.09
3308,14,0.831,8.308,-0.18,-1.07
3309,73,1.664,16.641,-0.46,0.36
3310,46,-1.956,-19.556,-1.33,1.48
3311,36,1.774,17.745,-0.47,0.02
3312,3,1.969,19.688,0.02,-0.18
3313,30,1.119,11.195,0.36,0.87
3314,68,1.541,15.411,-0.50,-0.45
3315,32,1.017,10.171,0.99,0.09
3316,2,0.603,6.026,0.84,0.83
3317,98,1.699,16.986,0.47,0.29
3318,18,1.837,18.370,0.38,0.13
3319,80,1.195,11.949,-0.21,0.87
3320,14,0.904,9.041,0.01,-1.05
3321,9,1.889,18.885,-0.13,0.31
3322,65,1.773,17.731,-0.33,0.34
3323,48,0.698,6.983,-0.09,1.14
3324,63,1.155,11.547,-0.47,0.79
3325,50,1.922,19.219,0.01,-0.28
3326,43,1.373,13.730,-0.54,-0.58
3327,56,1.912,19.117,0.30,0.02
3328,77,0.362,3.619,1.28,0.01
3329,80,1.978,19.779,-0.14,0.05
3330,46,1.962,19.618,-0.15,-0.12
3331,41,1.594,15.937,-0.50,0.39
3332,98,0.830,8.297,-0.79,-0.74
3333,34,1.733,17.328,0.20,0.48
3334,61,0.738,7.381,0.54,-0.98
3335,53,1.047,10.467,-0.30,-0.93
3336,61,1.953,19.529,0.14,-0.17
3337,98,1.414,14.137,-0.36,-0.68
3338,41,1.741,17.405,0.21,0.46
3339,6,1.511,15.114,-0.70,-0.02
3340,44,1.896,18.958,-0.32,0.02
3341,81,1.646,16.464,-0.59,0.02
3342,96,1.522,15.216,-0.41,0.56
3343,97,0.382,3.824,-0.16,1.26
3344,6,-0.548,-5.481,-1.48,0.61
3345,58,-0.521,-5.207,0.53,1.50
3346,55,0.173,1.733,0.54,1.24
3347,61,1.839,18.395,-0.37,0.16
3348,40,1.967,19.675,-0.11,0.14
3349,86,1.331,13.310,-0.11,0.81
3350,64,1.800,18.001,0.41,-0.18
3351,95,1.732,17.322,-0.05,0.51
3352,32,-0.529,-5.286,-1.54,-0.38
3353,87,0.293,2.935,-1.29,0.23
3354,75,1.889,18.891,-0.15,-0.30
3355,67,-0.253,-2.530,1.34,0.68
3356,72,1.792,17.919,0.08,0.45
3357,31,1.843,18.432,0.15,-0.36
3358,88,1.893,18.925,-0.18,0.28
3359,93,1.386,13.858,0.77,-0.12
3360,44,-0.399,-3.986,-1.13,1.05
3361,54,1.926,19.265,-0.18,-0.21
3362,1,1.558,15.581,0.01,0.66
3363,37,1.832,18.316,0.40,0.11
3364,42,1.834,18.341,-0.36,-0.19
3365,94,1.817,18.168,0.39,0.17
3366,75,1.667,16.670,-0.28,-0.51
3367,48,1.560,15.598,0.11,0.65
3368,62,1.594,15.941,0.50,0.39
3369,88,1.867,18.668,-0.23,0.28
3370,71,1.408,14.085,0.67,-0.38
3371,85,1.666,16.657,0.42,-0.40
3372,54,1.874,18.741,-0.15,0.32
3373,64,1.958,19.583,0.20,-0.03
3374,36,1.137,11.371,0.02,0.93
3375,52,1.938,19.383,0.15,0.20
3376,56,1.929,19.293,0.20,-0.17
3377,71,1.552,15.521,0.47,0.48
3378,36,1.111,11.113,0.76,-0.56
3379,57,1.500,14.996,-0.20,0.68
3380,41,1.951,19.506,-0.22,-0.04
3381,33,1.432,14.324,-0.74,0.16
3382,8,1.853,18.529,-0.36,0.13
3383,82,1.865,18.655,-0.35,0.10
3384,94,1.535,15.350,-0.68,-0.02
3385,30,1.986,19.861,-0.04,0.11
3386,46,1.510,15.104,-0.45,-0.53
3387,61,1.068,10.677,0.62,-0.74
3388,22,1.663,16.625,-0.17,0.55
3389,62,1.784,17.835,0.17,0.43
3390,68,1.676,16.762,0.40,-0.40
3391,52,1.748,17.485,-0.50,-0.01
3392,78,0.572,5.723,-0.82,-0.87
3393,94,1.914,19.141,-0.26,-0.13
3394,71,0.508,5.084,1.16,0.38
3395,32,1.209,12.091,0.13,-0.88
3396,67,1.927,19.271,0.02,0.27
3397,47,0.722,7.220,0.84,0.75
3398,2,1.691,16.913,0.55,0.08
3399,57,1.693,16.928,0.46,-0.31
3400,90,1.384,13.842,-0.68,0.39
3401,85,1.947,19.471,0.16,0.17
3402,3,1.885,18.850,0.11,0.32
3403,25,1.708,17.083,-0.16,0.52
3404,92,1.266,12.665,0.53,-0.67
3405,65,0.946,9.455,0.05,-1.03
3406,3,0.533,5.332,0.65,-1.02
3407,63,0.584,5.840,1.15,-0.30
3408,19,0.826,8.261,0.77,-0.76
3409,89,0.243,2.434,-0.57,1.20
3410,70,1.529,15.291,-0.00,-0.69
3411,25,1.140,11.397,0.86,-0.35
3412,40,1.436,14.364,0.21,-0.72
3413,63,0.940,9.399,-0.51,-0.90
3414,96,1.045,10.452,0.34,0.91
3415,28,0.289,2.887,0.10,-1.30
3416,29,0.552,5.522,-1.03,-0.62
3417,35,1.474,14.737,-0.60,-0.40
3418,42,1.454,14.544,-0.73,0.12
3419,66,1.951,19.507,-0.18,-0.13
3420,91,1.526,15.263,-0.00,0.69
3421,76,1.614,16.142,-0.40,-0.47
3422,27,1.204,12.035,-0.88,0.15
3423,67,1.047,10.469,-0.78,-0.59
3424,77,1.783,17.828,-0.43,-0.17
3425,78,1.390,13.900,-0.78,-0.06
3426,4,1.171,11.712,0.75,0.52
3427,29,-0.092,-0.918,1.02,-1.02
3428,47,1.598,15.978,0.60,0.21
3429,60,-0.183,-1.830,0.45,-1.41
3430,85,-0.144,-1.441,-1.18,0.87
3431,54,1.522,15.224,-0.27,0.64
3432,83,1.634,16.336,-0.09,0.60
3433,69,1.981,19.809,0.11,0.08
3434,62,-1.245,-12.452,-1.80,-0.00
3435,44,1.542,15.422,-0.38,0.56
3436,67,1.072,10.716,0.15,-0.95
3437,25,1.392,13.915,-0.75,0.20
3438,51,1.395,13.953,0.23,0.74
3439,10,1.817,18.167,-0.05,-0.43
3440,31,1.933,19.330,-0.11,0.24
3441,91,1.213,12.134,-0.03,-0.89
3442,11,0.863,8.634,0.11,1.06
3443,25,0.335,3.351,-0.67,1.10
3444,73,0.394,3.936,-1.19,0.45
3445,96,1.311,13.111,-0.79,-0.27
3446,29,1.976,19.763,-0.11,0.10
3447,4,-1.129,-11.290,0.83,-1.56
3448,71,1.932,19.321,0.22,-0.14
3449,15,0.420,4.203,-0.62,-1.09
3450,6,1.256,12.563,-0.49,0.71
3451,76,1.617,16.165,0.09,0.61
3452,1,1.941,19.409,0.21,-0.13
3453,39,1.205,12.053,-0.86,0.23
3454,97,0.531,5.309,1.09,0.53
3455,54,1.721,17.214,0.03,0.53
3456,10,1.759,17.590,0.01,-0.49
3457,24,1.640,16.401,0.54,-0.26
3458,96,0.770,7.702,0.66,-0.89
3459,47,0.405,4.050,-0.21,1.25
3460,97,1.727,17.268,-0.43,0.30
3461,12,1.588,15.878,0.20,-0.61
3462,35,0.499,4.994,-0.86,-0.87
3463,94,1.453,14.534,0.28,0.69
3464,59,1.033,10.329,-0.28,-0.94
3465,35,-0.017,-0.167,-1.42,0.12
3466,82,1.780,17.803,0.33,-0.34
3467,20,0.919,9.189,0.99,0.31
3468,79,0.638,6.377,1.10,0.40
3469,85,0.538,5.381,-0.61,1.04
3470,36,-0.031,-0.313,-1.37,-0.40
3471,10,0.482,4.821,1.20,-0.30
3472,22,1.405,14.047,-0.22,0.74
3473,26,1.619,16.188,-0.61,0.12
3474,7,0.754,7.537,0.82,0.76
3475,49,0.411,4.107,0.25,-1.23
3476,20,0.221,2.209,0.14,-1.33
3477,44,1.863,18.632,0.26,-0.26
3478,70,1.651,16.512,-0.54,0.24
3479,88,0.386,3.862,-0.03,1.27
3480,92,1.731,17.305,-0.18,0.49
3481,69,1.015,10.146,-0.96,-0.24
3482,1,1.832,18.324,-0.30,0.28
3483,45,1.885,18.850,0.31,0.13
3484,87,1.959,19.586,0.19,0.06
3485,86,1.043,10.431,-0.41,0.89
3486,39,1.285,12.855,-0.80,-0.28
3487,22,1.418,14.180,-0.53,-0.55
3488,33,1.481,14.811,-0.67,0.26
3489,22,-0.490,-4.896,-1.10,1.13
3490,4,0.883,8.826,-0.98,-0.41
3491,53,1.355,13.551,-0.65,0.47
3492,18,1.605,16.049,-0.33,-0.54
3493,19,1.401,14.007,0.77,-0.12
3494,97,1.808,18.078,-0.26,-0.35
3495,13,0.483,4.826,0.86,0.88
3496,80,1.889,18.895,0.29,0.17
3497,99,1.715,17.149,-0.46,-0.27
3498,63,-0.377,-3.772,-0.56,1.44
3499,6,1.874,18.738,-0.09,0.34
3500,48,-0.362,-3.624,-0.60,1.41
3501,54,1.692,16.917,-0.55,-0.03
3502,74,1.691,16.912,-0.51,-0.22
3503,36,0.268,2.684,1.03,-0.82
3504,32,0.321,3.213,-1.05,0.76
3505,13,-0.761,-7.614,1.61,0.40
3506,43,1.536,15.356,0.56,0.39
3507,73,0.727,7.272,0.91,-0.67
3508,52,1.315,13.151,-0.25,-0.79
3509,16,1.961,19.614,-0.20,0.00
3510,77,1.507,15.072,0.51,-0.48
3511,70,1.473,14.729,-0.13,-0.71
3512,57,0.916,9.156,0.03,-1.04
3513,22,1.481,14.815,-0.63,0.35
3514,25,1.293,12.926,-0.78,-0.32
3515,13,0.140,1.397,-0.13,-1.36
3516,10,1.902,19.023,0.13,-0.28
3517,87,1.641,16.413,-0.27,-0.54
3518,51,1.427,14.274,0.26,-0.71
3519,35,1.980,19.796,-0.13,0.06
3520,17,1.671,16.711,0.56,0.11
3521,23,0.794,7.941,1.02,-0.41
3522,70,-0.371,-3.714,1.03,-1.15
3523,3,1.914,19.139,-0.26,0.13
3524,93,1.712,17.123,-0.34,-0.41
3525,97,1.298,12.978,0.83,-0.11
3526,83,0.455,4.554,0.58,-1.10
3527,48,0.781,7.811,0.88,-0.67
3528,73,-0.580,-5.801,-0.72,1.44
3529,31,-0.158,-1.576,1.37,0.53
3530,15,0.266,2.661,-0.14,1.31
3531,32,1.702,17.016,-0.21,-0.50
3532,81,1.525,15.255,0.68,0.12
3533,83,1.287,12.867,-0.28,0.80
3534,33,1.503,15.027,0.02,-0.70
3535,65,1.979,19.794,0.14,0.01
3536,9,1.609,16.093,0.62,-0.08
3537,78,0.876,8.763,-0.39,0.98
3538,21,2.000,19.998,-0.01,0.00
3539,90,1.145,11.447,-0.51,-0.77
3540,19,0.078,0.780,-0.84,-1.10
3541,75,1.965,19.655,0.18,0.04
3542,30,1.778,17.784,0.40,-0.24
3543,9,1.899,18.986,-0.30,-0.10
3544,82,1.981,19.810,0.05,0.13
3545,2,1.852,18.518,0.05,0.38
3546,80,1.779,17.791,-0.08,-0.46
3547,69,0.937,9.374,-0.95,-0.40
3548,82,1.502,15.016,0.71,-0.00
3549,88,1.148,11.475,0.89,-0.23
3550,38,1.671,16.714,0.47,-0.33
3551,92,1.844,18.442,0.36,-0.17
3552,83,0.522,5.219,0.98,0.72
3553,57,1.622,16.224,0.25,-0.56
3554,35,1.880,18.799,0.34,-0.08
3555,51,1.320,13.198,-0.64,0.52
3556,28,0.768,7.677,-0.06,-1.11
3557,34,1.426,14.257,0.22,-0.73
3558,27,1.526,15.258,0.11,0.68
3559,68,1.442,14.416,0.73,0.16
3560,38,1.603,16.034,-0.41,0.48
3561,84,-1.167,-11.672,-0.00,-1.78
3562,70,0.745,7.449,0.03,1.12
3563,56,1.392,13.924,0.77,-0.15
3564,9,1.536,15.358,0.52,-0.44
3565,97,1.019,10.186,-0.21,0.97
3566,74,0.940,9.397,0.98,0.31
3567,5,1.354,13.539,0.77,-0.23
3568,40,1.036,10.361,0.74,-0.64
3569,24,1.665,16.651,0.58,0.03
3570,39,1.956,19.564,0.15,0.14
3571,70,0.465,4.652,0.91,-0.84
3572,17,1.802,18.022,-0.44,0.07
3573,53,1.867,18.675,0.13,-0.34
3574,32,1.925,19.253,-0.10,-0.26
3575,93,1.771,17.714,-0.03,0.48
3576,41,0.033,0.330,-0.35,1.36
3577,19,1.697,16.975,0.16,0.53
3578,99,0.998,9.983,0.99,0.16
3579,39,1.969,19.692,0.13,0.12
3580,66,0.182,1.823,-0.16,-1.34
3581,78,0.670,6.696,1.12,0.27
3582,68,1.768,17.677,-0.22,0.43
3583,71,1.401,14.013,-0.74,0.23
3584,43,0.404,4.038,1.12,0.58
3585,54,1.794,17.944,0.29,-0.35
3586,30,-0.673,-6.734,-0.79,1.43
3587,9,1.070,10.701,0.41,0.87
3588,26,1.237,12.375,-0.76,-0.42
3589,35,1.962,19.624,0.19,-0.01
3590,31,1.556,15.555,-0.67,-0.03
3591,64,1.942,19.416,-0.17,0.17
3592,41,-0.043,-0.428,0.12,1.42
3593,66,1.721,17.212,-0.51,-0.15
3594,90,1.897,18.967,0.31,-0.06
3595,49,-0.724,-7.236,1.43,0.83
3596,18,1.487,14.872,0.31,0.65
3597,13,-0.360,-3.598,-1.37,0.69
3598,89,0.796,7.957,-0.41,1.02
3599,50,1.956,19.561,0.15,-0.15
3600,17,-1.163,-11.635,-0.47,-1.71
3601,7,-0.896,-8.964,-1.31,-1.09
3602,9,1.682,16.815,-0.35,0.44
3603,15,0.424,4.242,1.23,-0.23
3604,34,1.604,16.044,-0.63,-0.06
3605,76,1.505,15.047,0.45,-0.54
3606,53,0.932,9.317,-0.15,-1.02
3607,51,0.936,9.362,-0.92,-0.46
3608,25,1.968,19.682,0.15,-0.10
3609,91,1.707,17.071,0.54,0.06
3610,38,1.986,19.863,0.03,-0.11
3611,21,1.754,17.542,-0.42,0.26
3612,40,0.300,3.003,-0.76,1.06
3613,58,0.146,1.462,-0.68,-1.18
3614,16,0.187,1.871,1.16,0.68
3615,27,1.504,15.039,0.05,0.70
3616,82,0.484,4.844,0.56,-1.09
3617,41,0.526,5.265,1.00,0.68
3618,16,1.769,17.693,-0.41,0.25
3619,57,1.465,14.646,0.69,0.24
3620,96,1.654,16.544,0.36,0.46
3621,23,1.196,11.957,0.42,0.79
3622,9,1.304,13.039,-0.34,0.76
3623,67,0.398,3.977,0.78,-0.99
3624,25,1.046,10.464,-0.32,-0.92
3625,28,1.479,14.787,-0.00,0.72
3626,83,1.967,19.669,-0.05,0.17
3627,25,1.171,11.711,0.85,-0.33
3628,97,0.511,5.109,-0.41,1.15
3629,13,1.912,19.117,-0.15,0.25
3630,20,1.955,19.549,0.00,0.21
3631,19,1.871,18.707,-0.05,-0.36
3632,33,1.748,17.476,-0.13,-0.48
3633,22,0.683,6.834,-0.99,0.59
3634,58,1.553,15.533,-0.55,-0.37
3635,67,1.421,14.211,-0.70,-0.30
3636,44,0.613,6.130,0.03,1.18
3637,52,1.990,19.900,0.09,0.04
3638,42,0.929,9.294,0.62,-0.83
3639,89,1.268,12.676,-0.16,-0.84
3640,59,1.573,15.729,-0.49,-0.43
3641,50,0.215,2.155,-0.80,1.07
3642,72,0.911,9.107,0.42,-0.96
3643,70,1.852,18.521,0.18,-0.34
3644,72,-0.061,-0.609,1.42,0.20
3645,77,1.279,12.785,0.44,-0.73
3646,16,0.639,6.388,-0.66,0.96
3647,89,1.221,12.210,-0.86,-0.18
3648,68,1.554,15.540,-0.33,0.58
3649,1,1.508,15.082,-0.02,-0.70
3650,60,1.721,17.205,0.41,-0.33
3651,94,1.294,12.940,-0.77,0.34
3652,28,1.661,16.607,0.55,-0.20
3653,42,0.788,7.879,-0.75,0.81
3654,23,1.831,18.308,-0.41,-0.01
3655,32,1.896,18.956,0.00,0.32
3656,68,-0.991,-9.907,1.72,0.14
3657,49,1.948,19.477,0.08,-0.21
3658,1,1.806,18.063,-0.05,0.44
3659,76,1.420,14.204,0.33,-0.68
3660,82,1.293,12.928,0.11,0.83
3661,11,0.153,1.528,1.32,-0.33
3662,74,1.109,11.087,-0.41,0.85
3663,60,0.003,0.028,-0.07,-1.41
3664,76,1.579,15.794,-0.60,0.25
3665,31,0.686,6.865,-0.50,-1.03
3666,66,1.722,17.225,0.50,-0.15
3667,54,-0.821,-8.208,0.33,1.65
3668,3,-0.372,-3.719,1.42,0.59
3669,15,1.644,16.443,-0.16,0.57
3670,17,0.725,7.245,-1.11,-0.23
3671,66,1.883,18.827,0.33,0.07
3672,25,0.270,2.704,0.96,0.90
3673,82,1.300,12.998,0.67,-0.50
3674,60,0.545,5.446,1.13,-0.42
3675,74,1.569,15.692,-0.58,0.31
3676,74,1.772,17.721,-0.04,-0.48
3677,17,1.454,14.539,0.54,0.50
3678,52,1.884,18.837,-0.06,0.34
3679,69,1.917,19.167,-0.14,-0.25
3680,72,1.109,11.092,-0.94,0.12
3681,57,1.437,14.369,-0.14,0.74
3682,65,1.925,19.251,-0.27,-0.02
3683,48,1.901,19.008,-0.17,-0.27
3684,94,1.348,13.483,-0.56,0.58
3685,74,-0.468,-4.675,-0.65,-1.43
3686,72,1.619,16.194,0.61,0.11
3687,35,1.571,15.709,-0.61,0.24
3688,28,0.615,6.149,1.13,0.34
3689,9,0.010,0.101,1.36,0.38
3690,81,0.231,2.313,-1.12,-0.72
3691,41,1.679,16.789,-0.25,0.51
3692,73,1.189,11.887,-0.75,-0.50
3693,83,-1.429,-14.291,1.43,1.18
3694,76,1.982,19.816,0.12,0.06
3695,96,1.186,11.861,-0.53,-0.73
3696,71,1.913,19.134,-0.06,-0.29
3697,34,-0.311,-3.110,0.81,-1.28
3698,88,-0.583,-5.833,-1.18,1.09
3699,92,1.051,10.510,-0.45,0.86
3700,36,1.921,19.212,-0.08,0.27
3701,96,1.436,14.358,0.46,-0.59
3702,39,0.949,9.488,-0.36,0.96
3703,15,1.797,17.971,0.39,0.23
3704,13,1.752,17.515,-0.36,0.35
3705,58,1.236,12.364,-0.87,-0.04
3706,27,1.716,17.163,0.26,0.46
3707,43,0.390,3.897,0.29,-1.23
3708,80,1.085,10.847,0.04,-0.96
3709,72,1.336,13.358,0.04,-0.81
3710,48,1.828,18.281,0.41,0.02
3711,33,1.457,14.575,-0.21,0.71
3712,59,1.563,15.626,-0.22,-0.62
3713,66,1.691,16.914,0.14,0.54
3714,81,1.460,14.601,-0.43,-0.59
3715,99,1.596,15.963,0.43,-0.47
3716,90,1.584,15.841,0.26,0.59
3717,70,1.458,14.582,-0.71,-0.18
3718,86,-0.921,-9.213,1.52,-0.79
3719,92,0.485,4.854,0.43,-1.15
3720,93,1.519,15.191,0.62,0.30
3721,26,1.390,13.898,0.14,0.77
3722,47,1.984,19.837,0.01,-0.13
3723,88,1.610,16.101,0.38,-0.50
3724,97,0.589,5.887,-0.50,1.08
3725,3,1.678,16.781,-0.32,-0.47
3726,60,1.734,17.342,0.21,-0.47
3727,67,0.661,6.613,0.96,0.65
3728,59,1.744,17.436,-0.41,0.29
3729,49,1.800,18.003,-0.25,-0.37
3730,14,0.403,4.033,0.94,-0.85
3731,12,1.948,19.478,0.20,0.11
3732,97,1.672,16.721,-0.44,0.37
3733,34,1.007,10.072,0.10,-0.99
3734,40,1.624,16.235,0.55,0.27
3735,67,1.171,11.705,0.60,0.68
3736,71,0.454,4.540,0.35,-1.19
3737,86,1.349,13.494,0.74,0.33
3738,95,1.623,16.226,0.38,0.48
3739,48,1.792,17.923,-0.43,0.15
3740,27,1.908,19.078,-0.30,-0.03
3741,38,1.945,19.452,0.15,0.18
3742,41,1.793,17.929,-0.45,-0.01
3743,72,0.908,9.076,-0.20,-1.03
3744,27,1.600,16.002,-0.39,0.49
3745,8,1.136,11.364,-0.88,0.29
3746,15,1.295,12.947,-0.56,-0.62
3747,79,1.954,19.542,-0.15,-0.16
3748,2,0.466,4.663,0.31,1.20
3749,92,1.654,16.542,0.38,0.45
3750,99,-0.199,-1.987,-0.23,1.46
3751,27,1.756,17.562,-0.27,0.42
3752,98,1.340,13.400,0.21,0.78
3753,52,0.418,4.181,1.10,-0.60
3754,69,1.755,17.550,0.31,-0.39
3755,17,0.957,9.567,1.02,-0.01
3756,72,-0.213,-2.128,0.45,1.42
3757,11,1.671,16.709,0.40,0.41
3758,92,1.295,12.954,-0.54,-0.64
3759,64,1.843,18.426,0.20,0.34
3760,42,1.970,19.704,-0.16,-0.07
3761,36,1.499,14.987,-0.62,0.35
3762,39,0.162,1.615,0.95,-0.97
3763,80,1.957,19.567,-0.03,-0.21
3764,56,0.442,4.424,-0.50,-1.14
3765,36,0.606,6.063,0.90,0.77
3766,19,0.571,5.712,-1.03,0.61
3767,36,1.475,14.748,-0.52,0.51
3768,98,1.470,14.698,0.18,-0.70
3769,20,1.335,13.347,-0.57,0.59
3770,23,1.810,18.097,-0.23,-0.37
3771,86,1.561,15.609,0.58,0.32
3772,88,1.807,18.070,0.37,-0.23
3773,17,0.895,8.954,-0.40,-0.97
3774,90,0.318,3.184,1.02,-0.80
3775,78,1.788,17.876,-0.45,0.10
3776,66,1.840,18.400,0.31,-0.25
3777,74,-0.487,-4.869,0.53,-1.48
3778,48,-0.013,-0.133,0.20,1.40
3779,71,-0.056,-0.560,-1.33,0.54
3780,21,1.897,18.966,-0.22,0.23
3781,48,1.772,17.716,0.20,0.43
3782,16,1.785,17.849,-0.05,0.46
3783,15,1.353,13.528,-0.78,-0.18
3784,57,1.648,16.478,-0.56,-0.20
3785,48,1.978,19.783,-0.15,0.00
3786,92,1.059,10.588,0.28,0.93
3787,20,0.793,7.925,0.54,-0.96
3788,24,0.964,9.643,0.86,-0.54
3789,64,1.523,15.233,-0.66,0.19
3790,20,0.999,9.994,-0.78,-0.62
3791,65,1.678,16.784,0.39,0.41
3792,96,-1.209,-12.087,-1.77,-0.28
3793,6,1.477,14.770,0.20,-0.70
3794,44,0.457,4.570,0.53,1.12
3795,91,1.083,10.832,-0.48,-0.83
3796,41,1.921,19.214,-0.26,0.09
3797,4,1.996,19.962,0.01,-0.06
3798,23,1.617,16.169,-0.62,0.00
3799,45,1.926,19.264,0.05,0.27
3800,76,1.304,13.035,0.74,-0.39
3801,53,1.813,18.133,-0.35,0.25
3802,50,0.551,5.508,0.16,1.19
3803,81,1.436,14.357,-0.54,-0.52
3804,7,1.747,17.468,0.11,0.49
3805,76,1.247,12.469,0.49,0.71
3806,42,0.938,9.375,0.35,-0.97
3807,88,0.672,6.724,0.34,1.10
3808,23,1.936,19.358,0.25,-0.01
3809,11,-1.245,-12.453,0.66,1.68
3810,42,1.788,17.885,0.45,0.09
3811,67,1.549,15.490,-0.49,0.46
3812,78,0.986,9.863,0.83,0.58
